2007-10-28,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y
13:29,-,-,-,-,-,-,42.354717,-72.480095,-,-,-,-,42.26668,-72.571014,-,-,-,-,42.379738,-72.519485,-,-,-,-,-,-
13:30,-,-,-,-,-,-,42.354725,-72.480095,-,-,-,-,42.259453,-72.57433,-,-,-,-,42.38164,-72.5194,-,-,-,-,-,-
13:31,-,-,-,-,-,-,42.354794,-72.48009,-,-,-,-,42.258522,-72.57428,-,-,-,-,42.385723,-72.522026,-,-,-,-,-,-
13:32,-,-,-,-,-,-,42.356293,-72.48136,-,-,-,-,42.257965,-72.572556,-,-,-,-,42.38768,-72.52354,-,-,-,-,-,-
13:33,-,-,-,-,-,-,42.36082,-72.48695,-,-,-,-,42.256405,-72.57214,-,-,-,-,42.388042,-72.52404,-,-,-,-,-,-
13:34,-,-,-,-,-,-,42.362576,-72.48839,-,-,-,-,42.25417,-72.574135,-,-,-,-,42.39147,-72.52531,-,-,-,-,-,-
13:35,-,-,-,-,0.0,-0.0,42.36807,-72.49472,-,-,42.365643,-72.53879,42.254204,-72.57406,-,-,-,-,42.393818,-72.526215,-,-,-,-,-,-
13:36,-,-,-,-,-,-,42.370644,-72.49908,-,-,42.36387,-72.53992,42.254215,-72.57406,-,-,-,-,42.39583,-72.52728,-,-,-,-,-,-
13:37,-,-,-,-,-,-,42.36928,-72.500916,0.0,-0.0,42.363724,-72.539795,42.253784,-72.57558,-,-,-,-,42.40242,-72.528564,-,-,-,-,-,-
13:38,-,-,-,-,-,-,42.370007,-72.501976,42.394768,-72.533485,42.36507,-72.536064,42.25482,-72.576935,-,-,-,-,42.406124,-72.52979,-,-,-,-,-,-
13:39,-,-,-,-,-,-,42.372738,-72.50124,-,-,42.36544,-72.53551,42.257675,-72.57588,-,-,-,-,42.409706,-72.530876,-,-,-,-,-,-
13:40,-,-,-,-,-,-,42.376347,-72.500465,-,-,42.36667,-72.53304,42.258846,-72.575066,-,-,-,-,42.4097,-72.53351,-,-,-,-,-,-
13:41,-,-,-,-,-,-,42.3759,-72.50333,-,-,42.366695,-72.53307,42.263435,-72.57225,-,-,-,-,42.410877,-72.53763,-,-,-,-,-,-
13:42,-,-,-,-,-,-,42.375828,-72.510666,-,-,42.36819,-72.53465,42.267548,-72.567085,-,-,-,-,42.42243,-72.53733,-,-,-,-,-,-
13:43,42.37813,-72.5369,-,-,-,-,42.375984,-72.51421,-,-,42.367275,-72.53389,42.27592,-72.564644,-,-,-,-,42.43125,-72.543465,-,-,-,-,-,-
13:44,42.378136,-72.5369,-,-,-,-,42.37575,-72.51953,-,-,42.368076,-72.5336,42.28114,-72.556755,-,-,-,-,42.4367,-72.54698,-,-,-,-,-,-
13:45,42.37813,-72.53689,-,-,-,-,42.37744,-72.51979,42.394253,-72.53293,42.373333,-72.53286,42.285275,-72.54607,-,-,-,-,42.44689,-72.55521,-,-,-,-,-,-
13:46,42.378128,-72.536896,-,-,-,-,42.377487,-72.51976,42.394222,-72.53291,42.374065,-72.531425,42.289223,-72.53507,-,-,-,-,42.452175,-72.56348,-,-,-,-,-,-
13:47,42.378128,-72.53687,-,-,-,-,42.38059,-72.5193,42.39423,-72.53288,42.375805,-72.52171,42.297855,-72.530685,-,-,-,-,42.452354,-72.5638,-,-,-,-,-,-
13:48,42.37813,-72.53684,-,-,-,-,42.38618,-72.52242,-,-,42.375793,-72.51987,42.30574,-72.52931,-,-,-,-,42.45899,-72.57073,-,-,-,-,-,-
13:49,42.378136,-72.53685,-,-,-,-,42.389072,-72.52464,-,-,42.377476,-72.51984,42.312374,-72.530464,-,-,-,-,42.46532,-72.57586,-,-,-,-,-,-
13:50,42.378124,-72.53685,-,-,-,-,42.39329,-72.52582,-,-,42.37987,-72.519485,42.319256,-72.52794,-,-,-,-,42.466003,-72.57743,-,-,-,-,-,-
13:51,42.378124,-72.53688,-,-,-,-,42.39502,-72.52685,-,-,42.381268,-72.51923,42.32026,-72.53428,-,-,-,-,42.465645,-72.57996,-,-,-,-,-,-
13:52,42.37812,-72.53689,-,-,-,-,42.402706,-72.52868,-,-,42.383926,-72.51839,42.321545,-72.53425,-,-,-,-,42.46052,-72.58179,-,-,-,-,-,-
13:53,42.37812,-72.5369,-,-,-,-,42.40645,-72.52996,-,-,42.38891,-72.5174,42.32213,-72.52981,-,-,-,-,42.457657,-72.58148,-,-,-,-,-,-
13:54,42.378128,-72.5369,-,-,-,-,42.405735,-72.532555,-,-,42.389343,-72.518814,42.325077,-72.52879,-,-,-,-,42.45959,-72.58209,-,-,-,-,-,-
13:55,42.378128,-72.5369,-,-,-,-,-,-,-,-,42.39188,-72.5201,42.32519,-72.53094,-,-,-,-,42.459377,-72.57831,-,-,-,-,-,-
13:56,42.37812,-72.536896,-,-,-,-,-,-,-,-,42.39268,-72.5171,42.32491,-72.53112,-,-,-,-,42.45664,-72.569725,-,-,-,-,-,-
13:57,42.37812,-72.536896,-,-,-,-,-,-,-,-,42.394657,-72.51567,42.3248,-72.52718,-,-,-,-,42.452568,-72.56429,-,-,-,-,-,-
13:58,42.378124,-72.53687,-,-,-,-,-,-,-,-,42.398197,-72.51675,42.325336,-72.5245,-,-,-,-,42.449806,-72.56021,-,-,-,-,-,-
13:59,42.37812,-72.536896,-,-,-,-,-,-,-,-,42.39703,-72.52206,42.33519,-72.52317,-,-,-,-,42.441475,-72.55063,-,-,-,-,-,-
14:0,42.378117,-72.53691,0.0,-0.0,-,-,-,-,-,-,42.39563,-72.5255,42.343273,-72.5203,-,-,-,-,42.430992,-72.5433,-,-,-,-,-,-
14:1,42.378124,-72.53693,-,-,-,-,-,-,-,-,42.3934,-72.52605,42.347446,-72.52021,-,-,-,-,42.421032,-72.53705,-,-,-,-,-,-
14:2,42.378117,-72.53691,-,-,-,-,-,-,-,-,42.39083,-72.52525,42.35401,-72.52058,-,-,-,-,42.411865,-72.537575,-,-,-,-,-,-
14:3,42.378113,-72.53689,-,-,-,-,42.400433,-72.52791,-,-,42.388783,-72.52458,42.358036,-72.52084,-,-,-,-,42.408943,-72.53776,-,-,-,-,-,-
14:4,42.378105,-72.536934,-,-,-,-,42.39885,-72.52815,-,-,42.38772,-72.523865,42.367687,-72.5201,-,-,-,-,42.40959,-72.533356,-,-,-,-,-,-
14:5,42.378113,-72.53694,-,-,-,-,42.39334,-72.52604,-,-,42.386066,-72.52248,42.37238,-72.518776,-,-,-,-,42.40997,-72.53113,-,-,-,-,-,-
14:6,42.378105,-72.53692,-,-,-,-,42.39333,-72.52599,-,-,42.385612,-72.52218,42.373257,-72.51926,-,-,-,-,42.406242,-72.52982,-,-,-,-,-,-
14:7,42.378105,-72.5369,-,-,-,-,42.390404,-72.52515,-,-,42.381725,-72.51958,42.374683,-72.519806,-,-,-,-,42.397354,-72.52796,-,-,-,-,-,-
14:8,42.378113,-72.53691,-,-,-,-,42.38765,-72.52381,-,-,42.37784,-72.51999,42.37495,-72.5198,-,-,-,-,42.395447,-72.52716,-,-,-,-,-,-
14:9,42.378124,-72.5369,-,-,-,-,42.386032,-72.52249,-,-,42.37693,-72.519905,42.375416,-72.51993,-,-,-,-,42.39341,-72.52595,-,-,-,-,-,-
14:10,42.378124,-72.53689,-,-,-,-,42.382557,-72.52039,-,-,42.375813,-72.52128,42.377403,-72.519936,-,-,-,-,42.39034,-72.52499,-,-,-,-,-,-
14:11,42.378124,-72.536896,-,-,-,-,42.379078,-72.519905,-,-,42.37429,-72.52964,42.377426,-72.51988,-,-,-,-,42.38677,-72.52254,-,-,-,-,-,-
14:12,42.378117,-72.5369,-,-,-,-,42.377792,-72.52006,-,-,42.369915,-72.5333,42.381508,-72.5193,-,-,-,-,42.38468,-72.52154,-,-,-,-,-,-
14:13,42.37812,-72.53692,-,-,-,-,42.37685,-72.51998,-,-,42.367702,-72.53481,42.385845,-72.52228,-,-,-,-,42.381737,-72.51963,-,-,-,-,-,-
14:14,42.378124,-72.53692,-,-,-,-,42.375595,-72.51906,-,-,42.36615,-72.53425,42.387203,-72.52594,-,-,-,-,42.378708,-72.51996,-,-,-,-,-,-
14:15,42.37812,-72.53691,-,-,-,-,42.37586,-72.51329,-,-,42.36575,-72.53803,42.386967,-72.52646,-,-,-,-,42.37789,-72.51994,-,-,-,-,-,-
14:16,-,-,-,-,-,-,42.37583,-72.511765,-,-,42.365612,-72.53875,42.38541,-72.52578,-,-,-,-,42.3744,-72.51981,-,-,-,-,-,-
14:17,-,-,-,-,-,-,42.3757,-72.5081,-,-,42.365593,-72.53872,42.38459,-72.52137,-,-,-,-,42.373463,-72.51977,-,-,-,-,-,-
14:18,-,-,-,-,-,-,42.376175,-72.50122,-,-,42.365623,-72.53873,42.382786,-72.52041,-,-,-,-,42.365253,-72.52049,-,-,-,-,-,-
14:19,-,-,-,-,-,-,42.372982,-72.50132,-,-,-,-,42.378983,-72.51987,-,-,-,-,42.356293,-72.52095,-,-,-,-,-,-
14:20,-,-,-,-,-,-,42.37074,-72.50178,-,-,-,-,42.37786,-72.51996,-,-,-,-,42.351555,-72.52724,-,-,-,-,-,-
14:21,-,-,-,-,-,-,42.36916,-72.499664,-,-,-,-,42.376656,-72.51989,-,-,-,-,42.349545,-72.52827,-,-,-,-,-,-
14:22,-,-,-,-,-,-,42.371067,-72.498795,-,-,-,-,42.37567,-72.519844,-,-,-,-,42.348827,-72.52886,-,-,-,-,-,-
14:23,-,-,-,-,-,-,42.36593,-72.49213,-,-,-,-,42.37439,-72.51989,-,-,-,-,42.349266,-72.53036,-,-,-,-,-,-
14:24,-,-,-,-,-,-,42.36154,-72.48774,-,-,-,-,42.372967,-72.51883,-,-,-,-,42.351295,-72.53026,-,-,-,-,-,-
14:25,-,-,-,-,-,-,42.356594,-72.48537,-,-,-,-,42.3732,-72.51951,-,-,-,-,42.351627,-72.525566,-,-,-,-,-,-
14:26,-,-,-,-,-,-,42.35811,-72.48515,-,-,-,-,42.367855,-72.52011,-,-,-,-,42.3614,-72.52071,-,-,-,-,-,-
14:27,-,-,-,-,-,-,42.354538,-72.47742,-,-,-,-,42.35757,-72.52089,-,-,-,-,42.36414,-72.52063,-,-,-,-,-,-
14:28,-,-,-,-,-,-,42.353397,-72.478065,-,-,-,-,42.35058,-72.51999,-,-,-,-,-,-,-,-,-,-,-,-
14:29,-,-,-,-,-,-,42.354717,-72.48011,-,-,-,-,42.34129,-72.51993,-,-,-,-,42.375427,-72.51984,-,-,-,-,-,-
14:30,-,-,-,-,-,-,42.35467,-72.4801,-,-,-,-,42.333157,-72.5235,-,-,-,-,42.376694,-72.519875,-,-,-,-,-,-
14:31,-,-,-,-,-,-,42.354683,-72.48009,-,-,-,-,42.32426,-72.52466,-,-,-,-,42.37741,-72.51984,-,-,-,-,-,-
14:32,-,-,-,-,-,-,42.35593,-72.48061,-,-,-,-,42.32507,-72.528885,-,-,-,-,42.379715,-72.519485,-,-,-,-,-,-
14:33,-,-,-,-,-,-,42.362316,-72.48809,-,-,-,-,42.325172,-72.53099,-,-,-,-,42.38424,-72.52125,-,-,-,-,-,-
14:34,-,-,-,-,-,-,42.364708,-72.49037,-,-,-,-,42.325104,-72.52879,-,-,-,-,42.38769,-72.52355,-,-,-,-,-,-
14:35,-,-,-,-,-,-,42.371082,-72.49828,-,-,-,-,42.322006,-72.53013,-,-,-,-,42.39141,-72.52523,-,-,-,-,-,-
14:36,42.37814,-72.53692,-,-,-,-,42.36957,-72.49912,-,-,42.363987,-72.54007,42.320793,-72.534256,-,-,-,-,42.39347,-72.525925,-,-,-,-,-,-
14:37,42.378147,-72.53691,-,-,-,-,42.370064,-72.50191,-,-,42.363827,-72.538574,42.32033,-72.53434,-,-,-,-,42.394886,-72.52676,-,-,-,-,-,-
14:38,42.37817,-72.53696,-,-,-,-,42.376354,-72.50048,-,-,42.364937,-72.53645,42.318954,-72.52825,-,-,-,-,42.399952,-72.52793,-,-,-,-,-,-
14:39,42.378136,-72.53692,-,-,-,-,42.375725,-72.50644,-,-,42.367985,-72.53355,42.310997,-72.52998,-,-,-,-,42.403767,-72.52941,-,-,-,-,-,-
14:40,42.378204,-72.53691,-,-,-,-,42.37584,-72.510864,-,-,42.367905,-72.53481,42.304726,-72.52819,-,-,-,-,42.409107,-72.53056,-,-,-,-,-,-
14:41,42.378143,-72.53692,-,-,-,-,42.375954,-72.51278,-,-,42.36769,-72.53468,42.304054,-72.52795,-,-,-,-,42.409588,-72.533585,-,-,-,-,-,-
14:42,42.37814,-72.536896,-,-,-,-,42.37588,-72.51672,-,-,42.367935,-72.533714,42.29561,-72.53128,-,-,-,-,42.412903,-72.53745,-,-,-,-,-,-
14:43,42.378117,-72.536896,-,-,-,-,42.375725,-72.51921,-,-,42.368073,-72.533646,42.28812,-72.53795,-,-,-,-,42.425446,-72.53895,-,-,-,-,-,-
14:44,42.378098,-72.536896,-,-,-,-,42.377514,-72.5198,-,-,42.373726,-72.532845,42.284477,-72.5484,-,-,-,-,42.42686,-72.539955,-,-,-,-,-,-
14:45,42.37809,-72.53688,-,-,-,-,42.3814,-72.519264,-,-,42.374596,-72.52751,42.279808,-72.55937,-,-,-,-,42.426872,-72.539925,-,-,-,-,-,-
14:46,-,-,-,-,-,-,42.381668,-72.51936,-,-,42.375755,-72.521965,42.27295,-72.56529,-,-,-,-,42.429325,-72.54185,-,-,-,-,-,-
14:47,-,-,-,-,-,-,42.3836,-72.52079,-,-,42.37578,-72.52012,42.26664,-72.57087,-,-,-,-,42.43959,-72.54868,-,-,-,-,-,-
14:48,-,-,-,-,-,-,42.387726,-72.52356,-,-,42.376522,-72.51984,42.2598,-72.573906,-,-,-,-,42.449066,-72.55885,-,-,-,-,-,-
14:49,-,-,-,-,-,-,42.391525,-72.52523,-,-,42.377277,-72.51988,42.257977,-72.57273,-,-,-,-,42.452255,-72.56364,-,-,-,-,-,-
14:50,-,-,-,-,-,-,42.39151,-72.52516,-,-,42.37828,-72.519875,42.255768,-72.57231,-,-,-,-,42.460423,-72.57197,-,-,-,-,-,-
14:51,-,-,-,-,-,-,42.39378,-72.526024,-,-,42.383938,-72.51852,42.254128,-72.5742,-,-,-,-,42.465366,-72.57594,-,-,-,-,-,-
14:52,-,-,-,-,-,-,42.395027,-72.52684,-,-,42.388763,-72.51704,42.254196,-72.57416,-,-,-,-,42.466213,-72.57852,-,-,-,-,-,-
14:53,-,-,-,-,-,-,42.396656,-72.52756,-,-,42.390423,-72.5193,42.254246,-72.57422,-,-,-,-,42.465015,-72.58017,-,-,-,-,-,-
14:54,42.378075,-72.53681,-,-,-,-,42.40084,-72.52785,-,-,42.391815,-72.52016,42.254215,-72.57422,-,-,-,-,42.46497,-72.580185,-,-,-,-,-,-
14:55,42.378113,-72.53688,-,-,-,-,42.404263,-72.529655,-,-,42.39259,-72.51649,42.254135,-72.57416,-,-,-,-,42.45782,-72.58275,-,-,-,-,-,-
14:56,42.378178,-72.53691,-,-,-,-,42.406277,-72.53156,-,-,42.395096,-72.515526,42.254158,-72.574196,-,-,-,-,42.457676,-72.58146,-,-,-,-,-,-
14:57,42.37813,-72.53687,-,-,-,-,42.40574,-72.5325,-,-,42.39733,-72.519356,42.253853,-72.57449,-,-,-,-,42.458622,-72.58244,-,-,-,-,-,-
14:58,-,-,-,-,-,-,42.405727,-72.53252,-,-,42.39637,-72.52372,42.253952,-72.57645,-,-,-,-,42.4593,-72.57806,-,-,-,-,-,-
14:59,-,-,-,-,-,-,42.405735,-72.532524,-,-,42.39523,-72.52672,42.25754,-72.57589,-,-,-,-,42.456154,-72.569176,-,-,-,-,-,-
15:0,-,-,-,-,-,-,42.405697,-72.53258,-,-,42.39333,-72.526024,42.25785,-72.575806,-,-,-,-,42.4515,-72.56279,-,-,-,-,-,-
15:1,-,-,-,-,-,-,42.405743,-72.53249,-,-,42.392567,-72.52568,42.2614,-72.57276,-,-,-,-,42.4472,-72.55555,-,-,-,-,-,-
15:2,-,-,-,-,-,-,42.405487,-72.532425,-,-,42.39075,-72.52532,42.26655,-72.5684,-,-,-,-,42.43893,-72.54837,-,-,-,-,-,-
15:3,-,-,-,-,-,-,42.40493,-72.53074,-,-,42.390503,-72.52523,42.27442,-72.56499,-,-,-,-,42.42911,-72.541725,-,-,-,-,-,-
15:4,-,-,-,-,-,-,42.40429,-72.52972,-,-,42.387764,-72.523994,42.280422,-72.55869,-,-,-,-,42.419113,-72.536804,-,-,-,-,-,-
15:5,-,-,-,-,-,-,42.403084,-72.52907,-,-,42.386097,-72.52246,42.284786,-72.54771,-,-,-,-,42.409073,-72.53792,-,-,-,-,-,-
15:6,-,-,-,-,-,-,42.39662,-72.52768,-,-,42.38466,-72.52154,42.28896,-72.536255,-,-,-,-,42.409576,-72.53342,-,-,-,-,-,-
15:7,-,-,-,-,-,-,42.395355,-72.52712,-,-,42.38278,-72.52063,42.29308,-72.53161,-,-,-,-,42.40953,-72.53338,-,-,-,-,-,-
15:8,-,-,-,-,-,-,42.393326,-72.52603,-,-,42.38069,-72.51942,42.30252,-72.52744,-,-,-,-,42.409107,-72.53071,-,-,-,-,-,-
15:9,-,-,-,-,-,-,42.392838,-72.52577,-,-,42.37787,-72.52001,42.30605,-72.52984,-,-,-,-,42.40509,-72.52973,-,-,-,-,-,-
15:10,-,-,-,-,-,-,42.390465,-72.5252,-,-,42.377583,-72.519966,42.31372,-72.53085,-,-,-,-,42.40199,-72.5284,-,-,-,-,-,-
15:11,-,-,-,-,-,-,42.387745,-72.52389,-,-,42.37593,-72.51995,42.319263,-72.52795,-,-,-,-,42.39516,-72.5269,-,-,-,-,-,-
15:12,-,-,-,-,-,-,42.385883,-72.52253,-,-,42.37572,-72.521255,42.320827,-72.534164,-,-,-,-,42.39423,-72.52643,-,-,-,-,-,-
15:13,-,-,-,-,-,-,42.38171,-72.51963,-,-,42.375668,-72.52249,42.32174,-72.53247,-,-,-,-,42.393322,-72.52588,-,-,-,-,-,-
15:14,-,-,-,-,-,-,42.379505,-72.51972,-,-,42.373955,-72.53184,42.323208,-72.528366,-,-,-,-,42.390785,-72.52527,-,-,-,-,-,-
15:15,-,-,-,-,-,-,42.37784,-72.52004,-,-,42.373493,-72.532936,42.325188,-72.531006,-,-,-,-,42.38768,-72.5237,-,-,-,-,-,-
15:16,-,-,-,-,-,-,42.377857,-72.52002,-,-,42.36807,-72.534744,42.325047,-72.5291,-,-,-,-,42.38426,-72.521255,-,-,-,-,-,-
15:17,-,-,-,-,-,-,42.37593,-72.51994,-,-,42.36633,-72.53405,42.323986,-72.52469,-,-,-,-,42.381535,-72.51943,-,-,-,-,-,-
15:18,42.378098,-72.536865,-,-,-,-,42.375496,-72.51909,-,-,42.365967,-72.53726,42.334293,-72.52345,-,-,-,-,42.377983,-72.51997,-,-,-,-,-,-
15:19,42.378105,-72.536865,-,-,-,-,42.375828,-72.513565,-,-,42.365616,-72.53874,42.342716,-72.52011,-,-,-,-,42.37649,-72.519875,-,-,-,-,-,-
15:20,42.378117,-72.53687,-,-,-,-,42.375805,-72.51178,-,-,42.365585,-72.538765,42.347504,-72.520195,-,-,-,-,42.37439,-72.51985,-,-,-,-,-,-
15:21,42.378098,-72.536865,-,-,-,-,42.375656,-72.50736,-,-,-,-,42.353382,-72.520615,-,-,-,-,42.365993,-72.520355,-,-,-,-,-,-
15:22,42.37805,-72.53684,-,-,-,-,42.3761,-72.50143,-,-,-,-,42.361145,-72.5208,-,-,-,-,-,-,-,-,-,-,-,-
15:23,-,-,-,-,-,-,42.37447,-72.50088,-,-,-,-,42.36997,-72.51986,-,-,-,-,42.357994,-72.5209,-,-,-,-,-,-
15:24,-,-,-,-,-,-,42.369553,-72.50214,-,-,-,-,42.37295,-72.51879,-,-,-,-,42.355267,-72.5214,-,-,-,-,-,-
15:25,-,-,-,-,-,-,42.369175,-72.499825,-,-,-,-,42.37324,-72.51951,-,-,-,-,42.35144,-72.52744,-,-,-,-,-,-
15:26,-,-,-,-,-,-,42.370224,-72.49902,-,-,-,-,42.374527,-72.519806,-,-,-,-,42.34909,-72.52888,-,-,-,-,-,-
15:27,-,-,-,-,-,-,42.370697,-72.49793,-,-,-,-,42.37619,-72.51988,-,-,-,-,42.348927,-72.52897,-,-,-,-,-,-
15:28,-,-,-,-,-,-,42.364147,-72.48989,-,-,-,-,42.377567,-72.5199,-,-,-,-,42.348286,-72.52949,-,-,-,-,-,-
15:29,-,-,-,-,-,-,42.36217,-72.48818,-,-,-,-,42.381935,-72.519745,-,-,-,-,42.350365,-72.53029,-,-,-,-,-,-
15:30,-,-,-,-,-,-,42.3572,-72.48526,-,-,-,-,42.38572,-72.521996,-,-,-,-,42.35152,-72.527565,-,-,-,-,-,-
15:31,42.37805,-72.53678,-,-,-,-,42.356495,-72.48543,-,-,-,-,42.385742,-72.52451,-,-,-,-,42.351963,-72.5239,-,-,-,-,-,-
15:32,42.378136,-72.536804,-,-,-,-,42.358253,-72.484665,-,-,-,-,42.387074,-72.52642,-,-,-,-,42.36282,-72.52075,-,-,-,-,-,-
15:33,42.378082,-72.536385,-,-,-,-,42.3535,-72.4752,-,-,-,-,42.387157,-72.52647,-,-,-,-,42.369667,-72.51987,-,-,-,-,-,-
15:34,42.37808,-72.536156,-,-,-,-,42.353413,-72.47845,-,-,-,-,42.38626,-72.526184,-,-,-,-,42.374664,-72.51977,-,-,-,-,-,-
15:35,42.378067,-72.53597,-,-,-,-,42.356716,-72.48197,-,-,-,-,42.38584,-72.52279,-,-,-,-,42.374943,-72.51983,-,-,-,-,-,-
15:36,42.37797,-72.53527,-,-,-,-,42.361343,-72.48741,-,-,-,-,42.38162,-72.51958,-,-,-,-,42.375187,-72.51985,-,-,-,-,-,-
15:37,42.37802,-72.536705,-,-,-,-,42.3623,-72.48806,-,-,-,-,42.379673,-72.51956,-,-,-,-,42.377373,-72.51983,-,-,-,-,-,-
15:38,-,-,-,-,-,-,42.362267,-72.488045,-,-,42.36349,-72.53966,42.377827,-72.52003,-,-,-,-,42.378998,-72.51984,-,-,-,-,-,-
15:39,-,-,-,-,-,-,42.362316,-72.488045,-,-,42.366196,-72.53401,-,-,-,-,-,-,42.38133,-72.51932,-,-,-,-,-,-
15:40,-,-,-,-,-,-,42.365116,-72.49093,-,-,42.366516,-72.533226,42.374336,-72.51992,-,-,-,-,42.382847,-72.52046,-,-,-,-,-,-
15:41,-,-,-,-,-,-,42.37123,-72.49849,-,-,42.36668,-72.53315,42.372894,-72.51981,-,-,-,-,42.38612,-72.52247,-,-,-,-,-,-
15:42,-,-,-,-,-,-,42.369762,-72.49919,-,-,42.368107,-72.533775,42.37322,-72.5189,-,-,-,-,42.387695,-72.52364,-,-,-,-,-,-
15:43,-,-,-,-,-,-,42.369354,-72.50184,-,-,42.367775,-72.534874,42.37305,-72.51991,-,-,-,-,42.391266,-72.5253,-,-,-,-,-,-
15:44,-,-,-,-,-,-,42.371395,-72.50158,-,-,42.36821,-72.53345,42.364933,-72.52057,-,-,-,-,42.39141,-72.525345,-,-,-,-,-,-
15:45,-,-,-,-,-,-,42.373184,-72.501114,-,-,42.372932,-72.532875,42.35568,-72.520905,-,-,-,-,42.393906,-72.5262,-,-,-,-,-,-
15:46,-,-,-,-,-,-,42.376293,-72.50049,-,-,42.373795,-72.5328,42.35015,-72.51994,-,-,-,-,42.395054,-72.526985,-,-,-,-,-,-
15:47,-,-,-,-,-,-,42.376278,-72.50135,-,-,42.37474,-72.52724,42.340572,-72.52006,-,-,-,-,42.398678,-72.52814,-,-,-,-,-,-
15:48,42.378086,-72.536194,-,-,-,-,42.375816,-72.50717,-,-,42.37582,-72.52163,42.332973,-72.52359,-,-,-,-,42.403908,-72.52945,-,-,-,-,-,-
15:49,42.3781,-72.536194,-,-,-,-,42.37587,-72.51204,-,-,42.375854,-72.52005,42.32325,-72.52491,-,-,-,-,42.409275,-72.53072,-,-,-,-,-,-
15:50,42.378048,-72.53576,-,-,-,-,42.375866,-72.51669,-,-,42.37791,-72.519905,42.325108,-72.52927,-,-,-,-,42.409775,-72.53101,-,-,-,-,-,-
15:51,42.378025,-72.53579,-,-,-,-,42.375687,-72.51934,-,-,42.377808,-72.519905,42.325233,-72.531166,-,-,-,-,42.40965,-72.534676,-,-,-,-,-,-
15:52,42.377995,-72.53579,-,-,-,-,42.376335,-72.519875,-,-,42.379356,-72.51943,42.32508,-72.52881,-,-,-,-,42.41572,-72.537125,-,-,-,-,-,-
15:53,42.378063,-72.53636,-,-,-,-,42.377247,-72.51988,-,-,42.38395,-72.51823,42.322155,-72.52991,-,-,-,-,42.427612,-72.540474,-,-,-,-,-,-
15:54,42.37807,-72.536415,-,-,-,-,42.37755,-72.51983,-,-,42.38883,-72.51778,42.321163,-72.53431,-,-,-,-,42.438404,-72.54793,-,-,-,-,-,-
15:55,42.37806,-72.536415,-,-,-,-,42.37789,-72.51982,-,-,42.390144,-72.51911,42.32029,-72.53439,-,-,-,-,42.44796,-72.55665,-,-,-,-,-,-
15:56,42.378056,-72.5364,-,-,-,-,42.378002,-72.51982,-,-,42.392025,-72.5202,42.31905,-72.52826,-,-,-,-,42.45224,-72.56371,-,-,-,-,-,-
15:57,42.37807,-72.53628,-,-,-,-,42.378014,-72.51984,-,-,42.39374,-72.51593,42.311523,-72.530136,-,-,-,-,42.45771,-72.56959,-,-,-,-,-,-
15:58,42.378216,-72.53734,-,-,-,-,42.379913,-72.51953,-,-,42.398617,-72.51573,42.30523,-72.5288,-,-,-,-,42.465927,-72.577,-,-,-,-,-,-
15:59,42.378025,-72.5366,-,-,-,-,42.38204,-72.51975,-,-,42.397186,-72.52176,42.30192,-72.527824,-,-,-,-,42.46488,-72.58035,-,-,-,-,-,-
16:0,42.378048,-72.536125,-,-,-,-,42.385647,-72.52196,-,-,42.395775,-72.52558,42.291958,-72.53241,-,-,-,-,42.46475,-72.580414,-,-,-,-,-,-
16:1,42.378036,-72.53575,-,-,-,-,42.387714,-72.52347,-,-,42.395763,-72.52566,42.285904,-72.54303,-,-,-,-,42.464996,-72.58038,-,-,-,-,-,-
16:2,42.37809,-72.53626,-,-,-,-,42.390804,-72.52517,-,-,42.394943,-72.527,42.28182,-72.5551,-,-,-,-,42.460335,-72.581825,-,-,-,-,-,-
16:3,42.378136,-72.53648,-,-,-,-,42.39181,-72.52536,-,-,42.39254,-72.52559,42.276733,-72.564125,-,-,-,-,42.457687,-72.58141,-,-,-,-,-,-
16:4,42.378086,-72.53643,-,-,-,-,42.394012,-72.52624,-,-,42.388653,-72.52447,42.267387,-72.567215,-,-,-,-,42.457798,-72.58149,-,-,-,-,-,-
16:5,42.378094,-72.536446,-,-,-,-,42.396255,-72.52743,-,-,42.38623,-72.52242,42.262993,-72.5724,-,-,-,-,42.45778,-72.58145,-,-,-,-,-,-
16:6,-,-,-,-,-,-,42.403503,-72.52922,-,-,42.38247,-72.52025,42.259243,-72.57474,-,-,-,-,42.457794,-72.58152,-,-,-,-,-,-
16:7,-,-,-,-,-,-,42.405304,-72.529625,-,-,42.37794,-72.51999,42.25795,-72.57296,-,-,-,-,42.45797,-72.58257,-,-,-,-,-,-
16:8,-,-,-,-,-,-,42.406105,-72.532196,-,-,42.377575,-72.51994,42.256115,-72.57224,-,-,-,-,42.459274,-72.57764,-,-,-,-,-,-
16:9,-,-,-,-,-,-,42.40557,-72.53251,-,-,42.376026,-72.519875,42.254105,-72.57416,-,-,-,-,42.456387,-72.569466,-,-,-,-,-,-
16:10,-,-,-,-,-,-,42.40502,-72.53049,-,-,42.375813,-72.52143,42.25411,-72.57418,-,-,-,-,42.453518,-72.56541,-,-,-,-,-,-
