2007-11-04,3027 X,3027 Y,3028 X,3028 Y,3029 X,3029 Y,3030 X,3030 Y,3031 X,3031 Y,3032 X,3032 Y,3033 X,3033 Y,3034 X,3034 Y,3035 X,3035 Y,3036 X,3036 Y,3037 X,3037 Y,3039 X,3039 Y,3040 X,3040 Y,3041 X,3041 Y,3103 X,3103 Y
14:16,-,-,42.378086,-72.5365,-,-,42.378265,-72.53554,-,-,42.38299,-72.52061,-,-,-,-,42.32185,-72.53137,-,-,42.37818,-72.51996,42.314243,-72.42503,-,-,42.376354,-72.50082,-,-
14:17,-,-,42.37808,-72.53649,-,-,42.378277,-72.535446,-,-,42.381657,-72.51944,-,-,-,-,42.32459,-72.52866,-,-,42.376076,-72.51994,42.324814,-72.435234,-,-,42.373066,-72.50133,-,-
14:18,-,-,42.37813,-72.536476,-,-,-,-,-,-,42.384537,-72.51804,-,-,-,-,42.325314,-72.5311,-,-,42.373806,-72.519936,42.326866,-72.44299,-,-,42.370293,-72.50189,-,-
14:19,-,-,42.378147,-72.536415,-,-,42.378326,-72.5355,-,-,42.388596,-72.5169,-,-,-,-,42.325077,-72.52924,-,-,42.3731,-72.51887,42.33292,-72.455734,-,-,42.36938,-72.49913,-,-
14:20,-,-,42.378143,-72.536385,0.0,-0.0,42.378273,-72.53549,-,-,42.389454,-72.51888,-,-,-,-,42.3222,-72.52983,-,-,42.37236,-72.51987,42.34293,-72.46038,-,-,42.371193,-72.49854,-,-
14:21,-,-,42.378124,-72.53636,0.0,-1.8111362E22,42.378223,-72.53554,-,-,42.391914,-72.52016,42.378258,-72.53604,-,-,42.32154,-72.5343,-,-,42.365875,-72.52045,42.344498,-72.46549,-,-,42.366173,-72.49234,-,-
14:22,-,-,42.378147,-72.53632,-,-,42.378254,-72.53554,-,-,42.392616,-72.516464,42.378414,-72.53611,-,-,42.32045,-72.53441,-,-,42.355812,-72.52099,42.349747,-72.46958,-,-,42.359844,-72.48608,-,-
14:23,-,-,42.378166,-72.53661,-,-,42.378273,-72.535545,-,-,42.393597,-72.51595,42.378433,-72.53598,-,-,42.320385,-72.53538,-,-,42.34651,-72.52048,42.35109,-72.47077,-,-,42.355846,-72.485115,-,-
14:24,-,-,42.378147,-72.536545,-,-,42.378166,-72.53557,-,-,42.395184,-72.513336,42.37828,-72.536,-,-,42.321644,-72.550316,-,-,42.33872,-72.52087,42.357533,-72.48355,-,-,42.356926,-72.482635,-,-
14:25,-,-,42.378105,-72.53641,-,-,42.378277,-72.535515,-,-,42.39618,-72.51095,42.37829,-72.535866,-,-,42.32802,-72.559525,-,-,42.332047,-72.52376,42.363552,-72.48873,-,-,42.353313,-72.47744,-,-
14:26,-,-,42.378143,-72.53627,-,-,42.378223,-72.53556,-,-,42.395653,-72.51486,42.37833,-72.5359,-,-,42.33033,-72.57217,-,-,42.323326,-72.524925,42.365,-72.483406,-,-,42.35468,-72.48009,-,-
14:27,-,-,42.378197,-72.53628,-,-,-,-,-,-,42.398182,-72.515816,42.378273,-72.535835,-,-,42.33328,-72.579414,-,-,42.32523,-72.52863,42.36772,-72.47963,-,-,42.35467,-72.48006,-,-
14:28,-,-,42.378143,-72.536644,-,-,-,-,-,-,42.39712,-72.52202,42.378387,-72.53595,-,-,42.334476,-72.592735,-,-,42.325397,-72.53121,42.373863,-72.480804,-,-,42.354588,-72.480034,-,-
14:29,-,-,42.378113,-72.53656,-,-,42.378235,-72.53556,-,-,42.39484,-72.52685,42.37842,-72.536,-,-,42.337173,-72.60413,-,-,42.325317,-72.531235,42.376465,-72.48374,-,-,42.35466,-72.48008,-,-
14:30,-,-,42.378147,-72.536415,-,-,42.378242,-72.535515,-,-,42.38888,-72.52464,42.378418,-72.536026,-,-,42.33948,-72.60916,-,-,42.325287,-72.53119,42.37686,-72.49554,-,-,42.354683,-72.48005,-,-
14:31,-,-,42.37816,-72.53632,-,-,42.378258,-72.53551,-,-,42.385693,-72.52233,42.378387,-72.53596,-,-,42.334644,-72.61994,-,-,42.325325,-72.53128,42.375767,-72.50582,-,-,42.35469,-72.48011,-,-
14:32,-,-,42.378193,-72.53633,-,-,42.378265,-72.535545,-,-,42.381153,-72.51934,42.378304,-72.5359,-,-,42.333862,-72.62077,-,-,42.325214,-72.53033,42.3761,-72.512245,-,-,42.356014,-72.4808,-,-
14:33,-,-,42.378117,-72.53632,-,-,42.37828,-72.53553,-,-,42.377716,-72.51998,42.37833,-72.53595,-,-,42.330612,-72.62329,-,-,42.322964,-72.528564,42.375885,-72.51517,-,-,42.362312,-72.48808,-,-
14:34,-,-,42.378136,-72.5367,-,-,42.378227,-72.535614,-,-,42.374527,-72.519905,42.378307,-72.53592,-,-,42.322018,-72.62661,-,-,42.32187,-72.531944,42.37579,-72.51914,-,-,42.36553,-72.491394,-,-
14:35,-,-,42.37811,-72.53659,-,-,42.3782,-72.53563,-,-,42.37246,-72.519844,-,-,-,-,42.319687,-72.62959,-,-,42.321064,-72.53362,42.37671,-72.519875,-,-,42.371197,-72.498344,-,-
14:36,-,-,42.37816,-72.53637,-,-,42.378235,-72.535545,-,-,42.364067,-72.52073,-,-,-,-,42.319286,-72.63035,-,-,42.320225,-72.53132,42.37984,-72.51959,-,-,42.36922,-72.50002,-,-
14:37,0.0,-0.0,42.378227,-72.53636,-,-,42.378178,-72.53552,-,-,42.355656,-72.521,-,-,-,-,42.31851,-72.6313,-,-,42.318295,-72.529045,42.384148,-72.521164,-,-,42.37108,-72.50163,-,-
14:38,0.0,-0.0,42.37819,-72.536316,-,-,42.37832,-72.53559,-,-,42.351578,-72.52686,42.378376,-72.535774,-,-,42.318462,-72.635544,-,-,42.309155,-72.5294,42.38766,-72.5235,-,-,42.37285,-72.50124,-,-
14:39,0.0,-0.0,42.378147,-72.53641,-,-,42.378254,-72.53554,-,-,42.34961,-72.52832,42.37838,-72.53583,-,-,42.319534,-72.637245,-,-,42.3011,-72.52823,42.387646,-72.52347,-,-,42.375805,-72.5006,-,-
14:40,0.0,-0.0,42.378197,-72.536385,-,-,42.378204,-72.53541,-,-,42.34836,-72.52948,42.37838,-72.53583,-,-,42.319984,-72.637726,-,-,42.29069,-72.53318,42.3882,-72.52417,-,-,42.375736,-72.50557,-,-
14:41,0.0,-0.0,42.37818,-72.536385,-,-,-,-,-,-,42.350296,-72.53033,42.378395,-72.53585,-,-,42.319695,-72.63748,-,-,42.28557,-72.545006,42.39077,-72.525154,-,-,42.375874,-72.51064,-,-
14:42,0.0,-0.0,42.378204,-72.53634,-,-,-,-,42.39619,-72.53329,42.35158,-72.52613,42.378395,-72.53577,-,-,42.317654,-72.6343,-,-,42.281055,-72.557434,42.395008,-72.52686,-,-,42.376022,-72.513115,-,-
14:43,0.0,-0.0,42.378117,-72.53629,-,-,42.378277,-72.535675,42.396187,-72.533295,42.35567,-72.52101,42.378357,-72.53574,-,-,42.317703,-72.63426,-,-,42.27517,-72.56504,42.397495,-72.52798,-,-,42.375828,-72.518105,-,-
14:44,0.0,-0.0,42.378174,-72.536705,-,-,42.37831,-72.535645,42.39618,-72.533295,42.362587,-72.520676,42.3784,-72.53577,-,-,42.31814,-72.63162,-,-,42.266563,-72.56945,42.40564,-72.52978,-,-,42.375828,-72.518105,-,-
14:45,0.0,-0.0,42.378166,-72.536385,-,-,42.37826,-72.53569,42.39621,-72.53326,42.37164,-72.51971,42.378395,-72.535774,-,-,42.318665,-72.63099,-,-,42.260757,-72.57287,42.411957,-72.53158,-,-,42.375828,-72.518105,-,-
14:46,0.0,-0.0,42.378162,-72.5364,-,-,42.378242,-72.53564,42.39619,-72.53332,42.373184,-72.51975,42.378395,-72.53583,-,-,42.31922,-72.630356,-,-,42.258255,-72.573204,42.419315,-72.53531,-,-,42.375828,-72.518105,-,-
14:47,0.0,-0.0,42.378204,-72.53631,-,-,42.37826,-72.53565,42.39616,-72.53327,42.375362,-72.51983,42.37834,-72.5358,-,-,42.320553,-72.62862,-,-,42.25575,-72.572464,42.423126,-72.537674,-,-,42.375828,-72.518105,-,-
14:48,0.0,-0.0,42.3781,-72.536285,-,-,42.37826,-72.53559,42.396156,-72.53327,42.377132,-72.51984,42.378353,-72.53574,-,-,42.322163,-72.62642,-,-,42.25412,-72.57418,42.433212,-72.54508,-,-,42.375828,-72.518105,-,-
14:49,0.0,-0.0,42.37813,-72.53628,-,-,42.37828,-72.53569,42.39614,-72.53326,42.3817,-72.51941,42.378353,-72.535866,-,-,42.32864,-72.62446,-,-,-,-,42.443634,-72.55285,-,-,-,-,-,-
14:50,0.0,-0.0,42.3782,-72.53709,-,-,42.378265,-72.53565,42.396187,-72.53324,42.386055,-72.522415,42.378334,-72.535805,-,-,42.332417,-72.621925,-,-,-,-,42.451057,-72.561905,-,-,-,-,-,-
14:51,0.0,-0.0,-,-,-,-,42.37829,-72.53726,42.396053,-72.53329,42.38831,-72.52418,42.378296,-72.53577,-,-,42.33357,-72.620804,-,-,-,-,42.45845,-72.57021,-,-,42.375828,-72.518105,-,-
14:52,0.0,-0.0,-,-,-,-,42.37903,-72.536606,42.396122,-72.53335,42.39245,-72.52556,42.3783,-72.53564,-,-,42.338547,-72.6149,-,-,-,-,42.466064,-72.57756,-,-,-,-,-,-
14:53,0.0,-0.0,-,-,-,-,42.38026,-72.5341,42.396122,-72.533264,42.39501,-72.52681,42.378,-72.536415,-,-,42.337475,-72.60541,-,-,-,-,42.468422,-72.58905,-,-,-,-,-,-
14:54,0.0,-0.0,-,-,-,-,42.38253,-72.53264,42.39617,-72.53331,42.401546,-72.52808,42.377956,-72.53646,-,-,42.33468,-72.59405,-,-,-,-,42.468456,-72.59595,-,-,-,-,-,-
14:55,0.0,-0.0,-,-,-,-,42.38476,-72.53243,42.396088,-72.53327,42.406452,-72.53001,42.37811,-72.5364,-,-,42.33366,-72.58069,-,-,42.254196,-72.574196,42.474575,-72.60423,-,-,-,-,-,-
14:56,0.0,-0.0,-,-,-,-,42.38517,-72.53115,42.396133,-72.53328,42.40605,-72.53253,42.37816,-72.53624,-,-,42.33008,-72.57143,-,-,42.254208,-72.574165,42.477142,-72.60751,-,-,-,-,-,-
14:57,0.0,-0.0,42.378357,-72.53632,-,-,42.387074,-72.53145,42.39614,-72.53327,42.40506,-72.53044,42.378063,-72.53618,-,-,42.329933,-72.56458,-,-,42.254063,-72.576355,42.477375,-72.60829,42.45817,-72.58266,-,-,-,-
14:58,0.0,-0.0,42.37836,-72.53634,-,-,42.392677,-72.53392,42.39613,-72.53329,42.40874,-72.53057,42.37827,-72.53626,-,-,42.3242,-72.55488,-,-,42.254356,-72.57718,42.471527,-72.60003,42.45984,-72.581055,-,-,-,-
14:59,42.394035,-72.53275,42.378357,-72.53633,-,-,42.393513,-72.533394,42.396175,-72.53329,42.409443,-72.53577,42.378143,-72.53611,-,-,42.319862,-72.54368,-,-,42.257603,-72.57581,42.46751,-72.594734,42.458107,-72.5712,-,-,-,-
15:0,42.393887,-72.53275,42.378365,-72.53637,-,-,42.39349,-72.53334,42.396145,-72.53329,42.41298,-72.5374,42.378284,-72.535835,-,-,42.320747,-72.534294,-,-,42.26327,-72.57202,42.467957,-72.58578,42.453327,-72.56519,-,-,-,-
15:1,42.39398,-72.53277,42.37838,-72.53643,-,-,42.393723,-72.53318,42.396187,-72.53328,42.424393,-72.538284,42.378162,-72.53619,-,-,42.321693,-72.534195,-,-,42.26817,-72.56664,42.466187,-72.57818,42.450146,-72.56069,-,-,-,-
15:2,42.393875,-72.53274,42.37838,-72.53636,-,-,42.394196,-72.532684,42.396152,-72.53326,42.434536,-72.545784,42.37825,-72.535995,-,-,42.322086,-72.52982,-,-,42.27697,-72.563736,42.460407,-72.571915,42.442028,-72.55122,-,-,-,-
15:3,42.393757,-72.53278,42.37838,-72.53635,-,-,42.39387,-72.53326,42.39618,-72.5333,42.443817,-72.552925,42.378136,-72.536156,-,-,42.324528,-72.52861,-,-,42.282276,-72.554085,42.452454,-72.56406,-,-,42.40503,-72.5297,-,-
15:4,42.39382,-72.53278,42.37838,-72.53635,-,-,42.39379,-72.53293,42.396175,-72.533264,42.45192,-72.56311,42.378136,-72.53614,-,-,42.325283,-72.53106,-,-,42.28645,-72.541466,42.45146,-72.56279,-,-,42.404057,-72.52957,-,-
15:5,42.39384,-72.53274,42.37839,-72.53633,-,-,42.393806,-72.53287,42.396095,-72.533264,42.454,-72.56584,42.378124,-72.53622,-,-,42.32356,-72.52833,-,-,42.292797,-72.5318,-,-,-,-,42.401653,-72.52818,-,-
15:6,42.393864,-72.53273,42.37839,-72.53631,-,-,42.39378,-72.532875,42.39615,-72.53332,42.46275,-72.57329,42.378162,-72.53628,-,-,42.322002,-72.53035,-,-,42.302765,-72.52759,-,-,-,-,42.395657,-72.527214,-,-
15:7,42.39384,-72.53273,42.378365,-72.53632,-,-,42.39271,-72.53387,42.396164,-72.533295,42.4662,-72.57974,42.377922,-72.53603,-,-,42.32082,-72.53394,-,-,42.309986,-72.52956,-,-,-,-,42.3936,-72.52607,-,-
15:8,42.393826,-72.53269,42.37836,-72.536385,-,-,42.387714,-72.531906,42.396175,-72.533295,42.458286,-72.58261,42.378063,-72.53605,-,-,42.32026,-72.534035,-,-,42.318745,-72.528625,-,-,-,-,42.392838,-72.52572,-,-
15:9,42.393955,-72.53278,42.37835,-72.536415,-,-,42.384525,-72.53259,42.39618,-72.533295,42.458023,-72.58268,42.378094,-72.535484,-,-,42.319378,-72.52816,-,-,42.32021,-72.53099,-,-,-,-,42.39099,-72.52518,-,-
15:10,42.393867,-72.532745,42.378353,-72.5364,-,-,42.38208,-72.53379,42.396156,-72.53325,42.459003,-72.57627,42.37811,-72.53605,-,-,42.3157,-72.530426,-,-,42.3212,-72.53409,-,-,-,-,42.387825,-72.523895,-,-
15:11,42.393787,-72.53273,42.37836,-72.53633,-,-,42.378666,-72.534256,42.39616,-72.533295,42.45584,-72.5689,42.378174,-72.53618,-,-,42.3067,-72.53059,-,-,42.32192,-72.53106,42.451477,-72.5627,-,-,42.386517,-72.52239,-,-
15:12,42.393887,-72.5328,42.378376,-72.53629,-,-,42.37822,-72.53661,42.39616,-72.53327,42.45188,-72.56325,42.37816,-72.53615,-,-,42.298126,-72.530495,-,-,42.324,-72.52849,-,-,-,-,42.383038,-72.52064,-,-
15:13,42.393845,-72.532684,42.37838,-72.53633,-,-,42.378124,-72.53532,42.396156,-72.53327,42.45088,-72.56169,42.378143,-72.536194,-,-,42.288975,-72.53552,-,-,42.32527,-72.53115,42.432545,-72.544586,-,-,42.381126,-72.519325,-,-
15:14,42.393936,-72.53272,42.37837,-72.53637,-,-,42.378094,-72.53508,42.39616,-72.53327,42.442585,-72.551926,42.378647,-72.53634,-,-,42.284775,-72.547844,-,-,42.325104,-72.529785,42.430374,-72.54271,-,-,42.37793,-72.51994,-,-
15:15,42.393856,-72.53273,42.37835,-72.53634,-,-,42.37811,-72.53513,-,-,42.432476,-72.54464,42.378063,-72.53612,-,-,42.279743,-72.559456,-,-,42.32333,-72.52555,42.419212,-72.53524,-,-,42.37602,-72.519875,-,-
15:16,42.39389,-72.53274,42.37835,-72.53635,-,-,42.37811,-72.53498,-,-,42.422306,-72.53747,42.378113,-72.536156,-,-,42.272,-72.56564,-,-,42.32917,-72.52411,42.41676,-72.53378,-,-,42.37573,-72.51859,-,-
15:17,42.39385,-72.53274,42.37836,-72.53635,-,-,42.378105,-72.53499,-,-,42.410557,-72.537766,42.378082,-72.53642,-,-,42.266315,-72.57166,-,-,42.338993,-72.52073,42.41026,-72.53108,-,-,42.375874,-72.51199,-,-
15:18,42.393845,-72.53274,42.37836,-72.53633,-,-,42.378094,-72.53506,-,-,42.4093,-72.53632,42.378014,-72.536224,-,-,42.25926,-72.57466,-,-,42.34083,-72.51993,42.405785,-72.52972,-,-,42.375862,-72.51089,-,-
15:19,42.393867,-72.532814,42.37838,-72.536354,-,-,42.378075,-72.53504,42.396168,-72.53326,42.409935,-72.531075,42.377995,-72.536285,-,-,42.258224,-72.57354,-,-,42.34749,-72.52019,42.398945,-72.528015,-,-,42.375755,-72.506935,-,-
15:20,42.393837,-72.532776,42.37839,-72.53626,-,-,42.378105,-72.535065,42.39617,-72.53326,42.40497,-72.52973,42.378113,-72.536095,-,-,42.25632,-72.57216,-,-,42.353737,-72.52056,42.39211,-72.52541,-,-,42.376137,-72.50145,-,-
15:21,42.39385,-72.53276,42.378338,-72.53636,-,-,42.378143,-72.53511,42.396168,-72.53324,42.396408,-72.52762,42.378117,-72.536095,-,-,42.254017,-72.57425,-,-,42.35985,-72.520836,42.387375,-72.52311,-,-,42.3731,-72.50124,-,-
15:22,42.393833,-72.53279,42.378338,-72.53635,-,-,42.3781,-72.53504,42.396183,-72.53324,42.391987,-72.52546,42.378147,-72.536224,-,-,42.25421,-72.57716,-,-,42.36926,-72.51981,42.385464,-72.52602,-,-,42.3711,-72.50166,-,-
15:23,42.39386,-72.53272,42.378372,-72.53637,-,-,42.3781,-72.535065,42.396183,-72.53328,42.387974,-72.52404,42.378128,-72.53622,-,-,42.25762,-72.575836,-,-,42.37305,-72.518776,42.385406,-72.53092,-,-,42.369263,-72.49937,-,-
15:24,42.393864,-72.532715,-,-,-,-,42.378117,-72.53504,42.39618,-72.53332,42.386055,-72.52251,42.377926,-72.53611,-,-,42.259113,-72.57479,-,-,42.37332,-72.51905,42.3901,-72.53272,-,-,42.37114,-72.498375,-,-
15:25,42.39386,-72.53273,-,-,-,-,42.378113,-72.53505,42.396183,-72.53329,42.38393,-72.52105,42.378,-72.53624,-,-,42.265915,-72.57161,-,-,42.373226,-72.51961,42.39277,-72.533356,-,-,42.365128,-72.49098,-,-
15:26,42.39385,-72.532715,-,-,-,-,42.3781,-72.53506,42.396183,-72.53327,42.378616,-72.519966,42.37796,-72.53613,-,-,42.272186,-72.56563,-,-,42.374958,-72.519775,42.39495,-72.53352,-,-,42.361534,-72.487564,-,-
15:27,42.393833,-72.53272,-,-,-,-,42.378212,-72.53528,-,-,42.376396,-72.51996,42.378044,-72.53614,-,-,42.277576,-72.562546,-,-,42.37525,-72.519684,42.39491,-72.53383,-,-,42.357098,-72.485245,-,-
15:28,42.393875,-72.532745,-,-,-,-,42.378193,-72.5357,-,-,42.375782,-72.517784,42.378,-72.53613,-,-,42.280125,-72.559,-,-,42.377277,-72.519806,42.394745,-72.534,-,-,42.356266,-72.485245,0.0,-0.0
15:29,42.393795,-72.53269,-,-,-,-,42.37799,-72.53502,-,-,42.375828,-72.51126,42.37794,-72.53604,-,-,42.28398,-72.54976,-,-,42.377525,-72.5199,42.39455,-72.533936,-,-,42.3579,-72.484085,0.0,-0.0
15:30,42.39382,-72.532715,-,-,-,-,42.378178,-72.53507,-,-,42.37568,-72.50534,42.37775,-72.535934,-,-,42.28797,-72.53804,-,-,42.379684,-72.519554,-,-,-,-,42.353634,-72.47515,-,-
15:31,42.393856,-72.53269,-,-,-,-,42.378166,-72.535034,-,-,42.37472,-72.50075,42.37807,-72.536255,-,-,42.297825,-72.53075,-,-,42.38145,-72.519226,-,-,-,-,42.35359,-72.47899,-,-
15:32,42.393856,-72.53271,-,-,-,-,42.37825,-72.53512,-,-,42.370323,-72.50179,42.37813,-72.53624,-,-,42.306175,-72.52983,-,-,42.385906,-72.52235,-,-,-,-,42.354862,-72.48015,-,-
15:33,42.393944,-72.53279,-,-,-,-,42.378227,-72.535095,-,-,42.369553,-72.499016,42.378067,-72.53614,-,-,42.31142,-72.530075,-,-,42.387268,-72.525925,-,-,-,-,42.357826,-72.48393,-,-
15:34,42.393883,-72.53277,-,-,-,-,42.378223,-72.53507,-,-,42.36999,-72.49719,42.378036,-72.53613,-,-,42.319546,-72.528496,-,-,42.38708,-72.52646,-,-,-,-,42.362267,-72.48806,-,-
15:35,42.393826,-72.532715,42.378395,-72.53636,-,-,42.37822,-72.535225,-,-,42.36346,-72.48919,42.378056,-72.53615,-,-,42.32086,-72.53423,-,-,42.38557,-72.52582,-,-,-,-,42.363693,-72.489265,-,-
15:36,42.393764,-72.53269,42.378407,-72.53634,-,-,42.378166,-72.535706,42.396194,-72.533325,42.357986,-72.48538,42.378036,-72.536095,-,-,42.32171,-72.53367,-,-,42.385036,-72.52164,-,-,-,-,42.36991,-72.496994,-,-
15:37,42.393806,-72.53275,42.37839,-72.53633,-,-,42.378204,-72.53573,42.39617,-72.53326,42.35614,-72.48495,42.378323,-72.53677,-,-,42.322414,-72.52924,-,-,42.37956,-72.51967,-,-,-,-,42.370216,-72.49912,-,-
15:38,42.3938,-72.53274,42.37837,-72.5364,-,-,42.37824,-72.53581,42.396214,-72.53326,42.35824,-72.48464,42.378056,-72.53584,-,-,42.32525,-72.53103,-,-,42.37791,-72.51996,-,-,-,-,42.369286,-72.501015,-,-
15:39,42.393833,-72.53276,42.37835,-72.5364,-,-,42.378204,-72.53572,42.39617,-72.533264,42.35384,-72.475685,42.378395,-72.53562,-,-,42.32512,-72.52931,-,-,42.376415,-72.51984,-,-,-,-,42.372547,-72.50126,-,-
15:40,42.393833,-72.532745,42.378372,-72.53635,-,-,42.37817,-72.53573,42.396214,-72.53334,42.354828,-72.48027,42.378292,-72.53591,-,-,42.322117,-72.52983,-,-,42.37568,-72.519936,-,-,-,-,42.37368,-72.501,-,-
15:41,42.393826,-72.53273,-,-,-,-,42.378136,-72.53564,-,-,42.356907,-72.48286,42.37817,-72.536026,-,-,42.321693,-72.53415,-,-,42.374447,-72.51986,-,-,-,-,42.37635,-72.50118,-,-
15:42,42.39385,-72.532745,-,-,-,-,42.37806,-72.535675,-,-,42.365147,-72.490974,42.378067,-72.53586,-,-,42.32056,-72.534355,-,-,42.3733,-72.519806,-,-,-,-,42.375854,-72.50364,-,-
15:43,42.393898,-72.53277,-,-,-,-,42.377174,-72.53506,-,-,42.371254,-72.49865,42.378143,-72.53601,-,-,42.319607,-72.542915,-,-,42.372383,-72.51877,-,-,-,-,42.375767,-72.50916,-,-
15:44,42.39387,-72.53275,-,-,-,-,42.37856,-72.53562,-,-,42.36932,-72.5008,42.37814,-72.53602,-,-,42.32391,-72.55457,-,-,42.37306,-72.51881,-,-,-,-,42.37591,-72.51259,-,-
15:45,42.393833,-72.53273,-,-,-,-,42.378185,-72.53534,-,-,42.37253,-72.50126,42.37812,-72.536095,-,-,42.330284,-72.56357,-,-,42.373184,-72.51975,-,-,-,-,42.375874,-72.51665,-,-
15:46,42.39386,-72.53274,-,-,-,-,42.378193,-72.53532,-,-,42.372757,-72.50121,42.378094,-72.53611,-,-,42.331078,-72.57465,-,-,42.367878,-72.5201,-,-,-,-,42.37569,-72.51933,-,-
15:47,42.393883,-72.53275,-,-,-,-,42.37825,-72.53507,-,-,42.37504,-72.50069,42.37807,-72.536,-,-,42.33395,-72.58261,-,-,42.35758,-72.52088,-,-,-,-,42.377396,-72.51976,-,-
15:48,42.39384,-72.5327,-,-,-,-,42.378166,-72.53564,-,-,42.376087,-72.5022,42.378094,-72.53582,-,-,42.335445,-72.59563,-,-,42.34824,-72.51996,-,-,-,-,42.37879,-72.51983,-,-
15:49,42.393883,-72.53272,-,-,-,-,42.37819,-72.535706,42.39619,-72.53328,42.37592,-72.510704,42.378147,-72.53602,-,-,42.337914,-72.60761,-,-,42.340057,-72.52008,-,-,-,-,42.3813,-72.51925,-,-
15:50,42.393875,-72.532745,-,-,-,-,42.37822,-72.53575,42.39619,-72.533264,42.37581,-72.51823,42.37811,-72.53603,-,-,42.33916,-72.60828,-,-,42.33034,-72.523834,-,-,-,-,42.384266,-72.52115,-,-
15:51,42.39376,-72.532684,-,-,-,-,42.37816,-72.53567,42.396168,-72.53325,42.375935,-72.52037,42.378143,-72.53607,-,-,42.338837,-72.613655,-,-,42.323353,-72.52589,-,-,-,-,42.38743,-72.52322,-,-
15:52,42.393875,-72.53276,-,-,-,-,42.378357,-72.5358,42.396187,-72.53327,42.374565,-72.52793,42.37803,-72.53591,-,-,42.33443,-72.62022,-,-,42.325245,-72.5306,-,-,-,-,42.38777,-72.52368,-,-
15:53,42.393837,-72.53279,-,-,-,-,42.378223,-72.53543,42.396194,-72.53338,42.372612,-72.533,42.378223,-72.53615,-,-,42.329777,-72.623695,-,-,42.32528,-72.531166,-,-,-,-,42.390907,-72.52516,-,-
15:54,42.393852,-72.532745,-,-,-,-,42.378185,-72.53533,42.39618,-72.53335,42.36813,-72.534164,42.37814,-72.53595,-,-,42.322716,-72.62538,-,-,42.324173,-72.52857,-,-,-,-,42.393684,-72.526024,-,-
15:55,42.39385,-72.53272,-,-,-,-,42.378166,-72.535324,42.395775,-72.533516,42.366337,-72.534035,42.37815,-72.535995,-,-,42.319782,-72.629456,-,-,42.321793,-72.532646,-,-,-,-,42.39423,-72.52639,-,-
15:56,42.39384,-72.53273,-,-,-,-,42.37813,-72.53492,42.392937,-72.534004,42.365875,-72.53693,42.37811,-72.53609,-,-,42.319645,-72.62931,-,-,42.321156,-72.53417,-,-,-,-,42.397404,-72.52791,-,-
15:57,42.39386,-72.532745,-,-,-,-,42.37817,-72.535126,42.388508,-72.53216,42.365593,-72.53974,42.378117,-72.53613,-,-,42.319084,-72.63032,-,-,42.32019,-72.530815,-,-,-,-,42.403606,-72.5293,-,-
15:58,42.393814,-72.53273,-,-,-,-,42.37821,-72.535675,42.384876,-72.53236,42.364563,-72.53725,42.378147,-72.53619,-,-,42.31774,-72.63271,-,-,42.317955,-72.52928,-,-,-,-,42.405518,-72.52971,-,-
15:59,42.393806,-72.53275,42.37834,-72.53632,-,-,42.37818,-72.53569,42.38227,-72.532486,42.366093,-72.5341,42.37809,-72.53602,-,-,42.318733,-72.63584,-,-,42.309063,-72.529526,-,-,-,-,42.40612,-72.53215,-,-
16:0,42.393856,-72.53274,42.378323,-72.53623,-,-,42.37819,-72.53536,42.379765,-72.534065,42.366573,-72.533195,42.378162,-72.53612,-,-,42.319515,-72.63719,-,-,42.301453,-72.52789,-,-,-,-,42.405792,-72.532486,-,-
16:1,42.393806,-72.53276,42.378323,-72.536255,-,-,42.378193,-72.53533,42.37817,-72.534256,42.366566,-72.53319,42.37814,-72.53619,-,-,42.319637,-72.63739,-,-,42.291424,-72.53265,-,-,-,-,42.405827,-72.53252,-,-
16:2,42.393856,-72.53274,42.378284,-72.535545,-,-,42.378143,-72.53532,42.378166,-72.534225,42.371178,-72.53309,42.37827,-72.535,-,-,42.317963,-72.63509,-,-,42.285606,-72.54449,-,-,-,-,42.405136,-72.53237,-,-
16:3,42.39384,-72.532776,42.37828,-72.53553,-,-,42.378193,-72.53521,42.378174,-72.53427,42.374035,-72.53274,42.37795,-72.53655,-,-,42.317837,-72.632034,-,-,42.281006,-72.5572,-,-,-,-,42.405003,-72.530136,-,-
16:4,42.393845,-72.53275,42.37814,-72.53606,-,-,42.37813,-72.53564,42.37817,-72.53428,42.381573,-72.53174,42.377773,-72.53662,-,-,42.319008,-72.630356,-,-,42.27455,-72.56502,-,-,-,-,42.403133,-72.529144,-,-
16:5,42.393852,-72.53275,42.378834,-72.53721,-,-,42.37818,-72.53573,42.37789,-72.53426,42.385094,-72.53162,42.37798,-72.53642,-,-,42.31936,-72.62998,-,-,42.266567,-72.56935,-,-,-,-,42.397564,-72.52804,-,-
16:6,42.393852,-72.53272,42.378784,-72.53549,-,-,42.378212,-72.53571,42.376762,-72.533394,42.387604,-72.53164,42.377956,-72.53628,-,-,42.32077,-72.628105,-,-,42.260654,-72.57284,-,-,-,-,42.39335,-72.52599,-,-
16:7,42.393837,-72.5327,42.37872,-72.53418,-,-,42.37816,-72.53573,42.37669,-72.53249,42.39263,-72.533745,42.378048,-72.53654,-,-,42.3221,-72.62629,-,-,42.258038,-72.57304,-,-,-,-,42.393253,-72.52594,-,-
